Temperatura,RecNbr,Pressao_do_ar,Velocidade_do_vento,Precipitacao,PTemp_C,Umidade,BattV,Direcao_do_vento,Datetime
22.6,1,913.0,0.0,0.0,24.22,54.5,11.98,0.6,2017-05-05 17:28:45
22.6,2,913.0,0.0,0.0,24.22,54.5,11.98,0.6,2017-05-05 17:29:00
22.6,3,913.0,0.0,0.0,24.22,54.5,11.97,0.6,2017-05-05 17:29:15
22.5,4,913.0,0.0,0.0,24.22,55.3,11.98,0.6,2017-05-05 17:29:30
22.5,5,913.0,0.0,0.0,24.19,55.3,11.98,0.6,2017-05-05 17:29:45
22.5,6,913.0,0.0,0.0,24.19,55.3,11.97,0.6,2017-05-05 17:30:00
22.5,7,913.0,0.0,0.0,24.19,55.3,11.98,0.6,2017-05-05 17:30:15
22.5,8,913.0,0.0,0.0,24.19,57.9,11.98,0.6,2017-05-05 17:30:30
22.5,9,913.0,0.0,0.0,24.19,57.9,11.97,0.6,2017-05-05 17:30:45
22.5,10,913.0,0.0,0.0,24.19,57.9,11.97,0.6,2017-05-05 17:31:00
22.5,11,913.0,0.0,0.0,24.19,57.9,11.98,0.6,2017-05-05 17:31:15
22.6,12,913.0,0.0,0.0,24.19,59.4,11.98,0.6,2017-05-05 17:31:30
22.6,13,913.0,0.0,0.0,24.19,59.4,11.98,0.6,2017-05-05 17:31:45
22.6,14,913.0,0.0,0.0,24.22,59.4,11.98,0.6,2017-05-05 17:32:00
22.6,15,913.0,0.0,0.0,24.19,59.4,11.98,0.6,2017-05-05 17:32:15
22.7,16,913.0,0.0,0.0,24.22,61.2,11.98,0.6,2017-05-05 17:32:30
22.7,17,913.0,0.0,0.0,24.22,61.2,11.98,0.6,2017-05-05 17:32:45
22.7,18,913.0,0.0,0.0,24.22,61.2,11.97,0.6,2017-05-05 17:33:00
22.7,19,913.0,0.0,0.0,24.22,61.2,11.97,0.6,2017-05-05 17:33:15
22.7,20,913.0,0.0,0.0,24.22,62.3,11.98,0.6,2017-05-05 17:33:30
22.7,21,913.0,0.0,0.0,24.22,62.3,11.98,0.6,2017-05-05 17:33:45
22.7,22,913.0,0.0,0.0,24.22,62.3,11.97,0.6,2017-05-05 17:34:00
22.7,23,913.0,0.0,0.0,24.22,62.3,11.98,0.7,2017-05-05 17:34:15
22.8,24,913.0,0.0,0.0,24.22,63.3,11.98,0.7,2017-05-05 17:34:30
22.8,25,913.0,0.0,0.0,24.22,63.3,11.97,0.7,2017-05-05 17:34:45
22.8,26,913.0,0.0,0.0,24.22,63.3,11.98,0.7,2017-05-05 17:35:00
22.8,27,913.0,0.0,0.0,24.25,63.3,11.97,0.7,2017-05-05 17:35:15
22.9,28,913.0,0.0,0.0,24.25,64.2,11.98,0.7,2017-05-05 17:35:30
22.9,29,913.0,0.0,0.0,24.25,64.2,11.98,0.7,2017-05-05 17:35:45
22.9,30,913.0,0.0,0.0,24.25,64.2,11.98,0.7,2017-05-05 17:36:00
22.9,31,913.0,0.0,0.0,24.25,64.2,11.98,0.7,2017-05-05 17:36:15
23.0,32,913.0,0.0,0.0,24.28,64.5,11.98,0.7,2017-05-05 17:36:30
23.0,33,913.0,0.0,0.0,24.28,64.5,11.98,0.7,2017-05-05 17:36:45
23.0,34,913.0,0.0,0.0,24.28,64.5,11.98,0.7,2017-05-05 17:37:00
23.0,35,913.0,0.0,0.0,24.28,64.5,11.97,0.7,2017-05-05 17:37:15
23.1,36,913.0,0.0,0.0,24.28,64.5,11.98,0.7,2017-05-05 17:37:30
23.1,37,913.0,0.0,0.0,24.28,64.5,11.98,0.7,2017-05-05 17:37:45
23.1,38,913.0,0.0,0.0,24.28,64.5,11.97,0.7,2017-05-05 17:38:00
23.1,39,913.0,0.0,0.0,24.28,64.5,11.98,0.7,2017-05-05 17:38:15
23.1,40,913.0,0.0,0.0,24.3,64.8,11.98,0.7,2017-05-05 17:38:30
23.1,41,913.0,0.0,0.0,24.3,64.8,11.98,0.7,2017-05-05 17:38:45
23.1,42,913.0,0.0,0.0,24.3,64.8,11.97,0.7,2017-05-05 17:39:00
23.1,43,913.0,0.0,0.0,24.3,64.8,11.97,0.7,2017-05-05 17:39:15
23.2,44,913.0,0.0,0.0,24.3,64.5,11.97,0.7,2017-05-05 17:39:30
23.2,45,913.0,0.0,0.0,24.33,64.5,11.97,0.7,2017-05-05 17:39:45
23.2,46,913.0,0.0,0.0,24.33,64.5,11.97,0.7,2017-05-05 17:40:00
23.2,47,913.0,0.0,0.0,24.33,64.5,11.98,0.7,2017-05-05 17:40:15
23.3,48,913.0,0.0,0.0,24.33,64.2,11.97,0.7,2017-05-05 17:40:30
23.3,49,913.0,0.0,0.0,24.33,64.2,11.97,0.7,2017-05-05 17:40:45
23.3,50,913.0,0.0,0.0,24.33,64.2,11.98,0.7,2017-05-05 17:41:00
23.3,51,913.0,0.0,0.0,24.33,64.2,11.98,0.7,2017-05-05 17:41:15
23.4,52,913.0,0.0,0.0,24.33,64.0,11.98,0.7,2017-05-05 17:41:30
23.4,53,913.0,0.0,0.0,24.36,64.0,11.98,0.7,2017-05-05 17:41:45
23.4,54,913.0,0.0,0.0,24.36,64.0,11.98,0.7,2017-05-05 17:42:00
23.4,55,913.0,0.0,0.0,24.36,64.0,11.98,0.7,2017-05-05 17:42:15
23.5,56,913.0,0.0,0.0,24.36,63.7,11.98,0.7,2017-05-05 17:42:30
23.5,57,913.0,0.0,0.0,24.36,63.7,11.98,0.7,2017-05-05 17:42:45
23.5,58,913.0,0.0,0.0,24.39,63.7,11.98,0.7,2017-05-05 17:43:00
23.5,59,913.0,0.0,0.0,24.39,63.7,11.97,0.7,2017-05-05 17:43:15
23.5,60,913.0,0.0,0.0,24.39,63.0,11.98,0.6,2017-05-05 17:43:30
23.5,61,913.0,0.0,0.0,24.39,63.0,11.97,0.6,2017-05-05 17:43:45
23.5,62,913.0,0.0,0.0,24.39,63.0,11.98,0.6,2017-05-05 17:44:00
23.5,63,913.0,0.0,0.0,24.39,63.0,11.98,0.6,2017-05-05 17:44:15
23.6,64,913.0,0.0,0.0,24.42,62.6,11.97,0.6,2017-05-05 17:44:30
23.6,65,913.0,0.0,0.0,24.45,62.6,11.98,0.6,2017-05-05 17:44:45
23.6,66,913.0,0.0,0.0,24.45,62.6,11.98,0.6,2017-05-05 17:45:00
23.6,67,913.0,0.0,0.0,24.45,62.6,11.98,0.6,2017-05-05 17:45:15
23.6,68,913.0,0.0,0.0,24.45,60.0,11.98,0.6,2017-05-05 17:45:30
23.6,69,913.0,0.0,0.0,24.45,60.0,11.98,0.6,2017-05-05 17:45:45
23.6,70,913.0,0.0,0.0,24.45,60.0,11.98,0.6,2017-05-05 17:46:00
23.6,71,913.0,0.0,0.0,24.42,60.0,11.98,0.6,2017-05-05 17:46:15
23.4,72,913.0,0.0,0.0,24.42,57.9,11.98,0.5,2017-05-05 17:46:30
23.4,73,913.0,0.0,0.0,24.39,57.9,11.97,0.5,2017-05-05 17:46:45
23.4,74,913.0,0.0,0.0,24.39,57.9,11.98,0.7,2017-05-05 17:47:00
23.4,75,913.0,0.0,0.0,24.39,57.9,11.97,0.7,2017-05-05 17:47:15
23.2,76,913.0,0.0,0.0,24.39,56.7,11.97,0.7,2017-05-05 17:47:30
23.2,77,913.0,0.0,0.0,24.36,56.7,11.98,0.7,2017-05-05 17:47:45
23.2,78,913.0,0.0,0.0,24.36,56.7,11.98,0.7,2017-05-05 17:48:00
23.2,79,913.0,0.0,0.0,24.33,56.7,11.98,0.7,2017-05-05 17:48:15
22.9,80,913.0,0.0,0.0,24.33,55.7,11.97,0.7,2017-05-05 17:48:30
22.9,81,913.0,0.0,0.0,24.33,55.7,11.98,0.7,2017-05-05 17:48:45
22.9,82,913.0,0.0,0.0,24.33,55.7,11.98,0.7,2017-05-05 17:49:00
22.9,83,913.0,0.0,0.0,24.3,55.7,11.97,0.7,2017-05-05 17:49:15
22.8,84,913.0,0.0,0.0,24.3,58.0,11.98,0.7,2017-05-05 17:49:30
22.8,85,913.0,0.0,0.0,24.3,58.0,11.97,0.7,2017-05-05 17:49:45
22.8,86,913.0,0.0,0.0,24.3,58.0,11.98,0.7,2017-05-05 17:50:00
22.8,87,913.0,0.0,0.0,24.3,58.0,11.98,0.7,2017-05-05 17:50:15
22.8,88,913.0,0.0,0.0,24.28,60.1,11.98,0.7,2017-05-05 17:50:30
22.8,89,913.0,0.0,0.0,24.28,60.1,11.98,0.7,2017-05-05 17:50:45
22.8,90,913.0,0.0,0.0,24.28,60.1,11.97,0.7,2017-05-05 17:51:00
22.8,91,913.0,0.0,0.0,24.28,60.1,11.99,0.7,2017-05-05 17:51:15
22.9,92,913.0,0.0,0.0,24.28,61.2,11.98,0.7,2017-05-05 17:51:30
22.9,93,913.0,0.0,0.0,24.28,61.2,11.98,0.7,2017-05-05 17:51:45
22.9,94,913.0,0.0,0.0,24.28,61.2,11.98,0.7,2017-05-05 17:52:00
22.9,95,913.0,0.0,0.0,24.28,61.2,11.98,0.7,2017-05-05 17:52:15
22.9,96,913.0,0.0,0.0,24.28,62.4,11.98,0.7,2017-05-05 17:52:30
22.9,97,913.0,0.0,0.0,24.28,62.4,11.97,0.7,2017-05-05 17:52:45
22.9,98,913.0,0.0,0.0,24.28,62.4,11.98,0.7,2017-05-05 17:53:00
22.9,99,913.0,0.0,0.0,24.28,62.4,11.98,0.7,2017-05-05 17:53:15
23.0,100,913.0,0.0,0.0,24.28,63.1,11.97,0.7,2017-05-05 17:53:30
23.0,101,913.0,0.0,0.0,24.28,63.1,11.98,0.7,2017-05-05 17:53:45
23.0,102,913.0,0.0,0.0,24.28,63.1,11.98,0.7,2017-05-05 17:54:00
23.0,103,913.0,0.0,0.0,24.3,63.1,11.97,0.7,2017-05-05 17:54:15
23.1,104,913.0,0.0,0.0,24.3,63.5,11.98,0.7,2017-05-05 17:54:30
23.1,105,913.0,0.0,0.0,24.3,63.5,11.97,0.7,2017-05-05 17:54:45
23.1,106,913.0,0.0,0.0,24.3,63.5,11.98,0.7,2017-05-05 17:55:00
23.1,107,913.0,0.0,0.0,24.3,63.5,11.98,0.7,2017-05-05 17:55:15
23.2,108,913.0,0.0,0.0,24.3,63.6,11.98,0.7,2017-05-05 17:55:30
23.2,109,913.0,0.0,0.0,24.3,63.6,11.98,0.7,2017-05-05 17:55:45
23.2,110,913.0,0.0,0.0,24.3,63.6,11.98,0.7,2017-05-05 17:56:00
23.2,111,913.0,0.0,0.0,24.3,63.6,11.98,0.6,2017-05-05 17:56:15
23.2,112,913.0,0.0,0.0,24.3,63.1,11.97,0.6,2017-05-05 17:56:30
23.2,113,913.0,0.0,0.0,24.3,63.1,11.98,0.6,2017-05-05 17:56:45
23.2,114,913.0,0.0,0.0,24.3,63.1,11.98,0.6,2017-05-05 17:57:00
23.2,115,913.0,0.0,0.0,24.3,63.1,11.98,0.6,2017-05-05 17:57:15
23.3,116,913.0,0.0,0.0,24.33,62.4,11.98,0.6,2017-05-05 17:57:30
23.3,117,913.0,0.0,0.0,24.33,62.4,11.97,0.6,2017-05-05 17:57:45
23.3,118,913.0,0.0,0.0,24.33,62.4,11.98,0.6,2017-05-05 17:58:00
23.3,119,913.0,0.0,0.0,24.33,62.4,11.97,0.6,2017-05-05 17:58:15
23.4,120,913.0,0.0,0.0,24.33,61.6,11.98,0.6,2017-05-05 17:58:30
23.4,121,913.0,0.0,0.0,24.33,61.6,11.98,0.6,2017-05-05 17:58:45
23.4,122,913.0,0.0,0.0,24.33,61.6,11.98,0.6,2017-05-05 17:59:00
23.4,123,913.0,0.0,0.0,24.33,61.6,11.97,0.6,2017-05-05 17:59:15
23.5,124,913.0,0.0,0.0,24.33,60.9,11.97,0.6,2017-05-05 17:59:30
23.5,125,913.0,0.0,0.0,24.33,60.9,11.97,0.6,2017-05-05 17:59:45
23.5,126,913.0,0.0,0.0,24.33,60.9,11.97,0.6,2017-05-05 18:00:00
23.5,127,913.0,0.0,0.0,24.36,60.9,11.97,0.6,2017-05-05 18:00:15
23.6,128,913.0,0.0,0.0,24.36,60.3,11.97,0.6,2017-05-05 18:00:30
23.6,129,913.0,0.0,0.0,24.36,60.3,11.98,0.6,2017-05-05 18:00:45
23.6,130,913.0,0.0,0.0,24.36,60.3,11.98,0.6,2017-05-05 18:01:00
23.6,131,913.0,0.0,0.0,24.39,60.3,11.97,0.6,2017-05-05 18:01:15
23.7,132,913.0,0.0,0.0,24.39,59.8,11.98,0.6,2017-05-05 18:01:30
23.7,133,913.0,0.0,0.0,24.39,59.8,11.97,0.6,2017-05-05 18:01:45
23.7,134,913.0,0.0,0.0,24.39,59.8,11.97,0.6,2017-05-05 18:02:00
23.7,135,913.0,0.0,0.0,24.39,59.8,11.98,0.6,2017-05-05 18:02:15
23.7,136,913.0,0.0,0.0,24.39,59.3,11.97,0.6,2017-05-05 18:02:30
23.7,137,913.0,0.0,0.0,24.39,59.3,11.98,0.6,2017-05-05 18:02:45
23.7,138,913.0,0.0,0.0,24.45,59.3,11.98,0.6,2017-05-05 18:03:00
23.7,139,913.0,0.0,0.0,24.45,59.3,11.97,0.6,2017-05-05 18:03:15
23.8,140,913.0,0.0,0.0,24.45,58.8,11.98,0.6,2017-05-05 18:03:30
23.8,141,913.0,0.0,0.0,24.48,58.8,11.98,0.6,2017-05-05 18:03:45
23.8,142,913.0,0.0,0.0,24.48,58.8,11.98,0.6,2017-05-05 18:04:00
23.8,143,913.0,0.0,0.0,24.48,58.8,11.98,0.6,2017-05-05 18:04:15
23.9,144,913.0,0.0,0.0,24.48,58.4,11.97,0.6,2017-05-05 18:04:30
23.9,145,913.0,0.0,0.0,24.48,58.4,11.97,0.6,2017-05-05 18:04:45
23.9,146,913.0,0.0,0.0,24.48,58.4,11.98,0.6,2017-05-05 18:05:00
23.9,147,913.0,0.0,0.0,24.48,58.4,11.97,0.6,2017-05-05 18:05:15
23.9,148,913.0,0.0,0.0,24.51,58.0,11.97,0.6,2017-05-05 18:05:30
23.9,149,913.0,0.0,0.0,24.51,58.0,11.98,0.6,2017-05-05 18:05:45
23.9,150,913.0,0.0,0.0,24.51,58.0,11.97,0.6,2017-05-05 18:06:00
23.9,151,913.0,0.0,0.0,24.54,58.0,11.98,0.6,2017-05-05 18:06:15
24.0,152,913.0,0.0,0.0,24.54,57.4,11.98,0.6,2017-05-05 18:06:30
24.0,153,913.0,0.0,0.0,24.54,57.4,11.97,0.6,2017-05-05 18:06:45
24.0,154,913.0,0.0,0.0,24.54,57.4,11.98,0.6,2017-05-05 18:07:00
24.0,155,913.0,0.0,0.0,24.54,57.4,11.98,0.6,2017-05-05 18:07:15
24.0,156,913.0,0.0,0.0,24.57,56.8,11.98,0.6,2017-05-05 18:07:30
24.0,157,913.0,0.0,0.0,24.57,56.8,11.98,0.6,2017-05-05 18:07:45
24.0,158,913.0,0.0,0.0,24.57,56.8,11.97,0.6,2017-05-05 18:08:00
24.0,159,913.0,0.0,0.0,24.57,56.8,11.98,0.6,2017-05-05 18:08:15
24.1,160,913.0,0.0,0.0,24.6,56.6,11.98,0.6,2017-05-05 18:08:30
24.1,161,913.0,0.0,0.0,24.6,56.6,11.97,0.6,2017-05-05 18:08:45
24.1,162,913.0,0.0,0.0,24.6,56.6,11.97,0.6,2017-05-05 18:09:00
24.1,163,913.0,0.0,0.0,24.6,56.6,11.98,0.6,2017-05-05 18:09:15
24.1,164,913.0,0.0,0.0,24.6,56.2,11.98,0.6,2017-05-05 18:09:30
24.1,165,913.0,0.0,0.0,24.6,56.2,11.98,0.6,2017-05-05 18:09:45
24.1,166,913.0,0.0,0.0,24.6,56.2,11.98,0.6,2017-05-05 18:10:00
24.1,167,913.0,0.0,0.0,24.63,56.2,11.97,0.6,2017-05-05 18:10:15
24.1,168,913.0,0.0,0.0,24.63,56.2,11.98,0.6,2017-05-05 18:10:30
24.1,169,913.0,0.0,0.0,24.63,56.2,11.97,0.6,2017-05-05 18:10:45
24.1,170,913.0,0.0,0.0,24.63,56.2,11.99,0.6,2017-05-05 18:11:00
24.1,171,913.0,0.0,0.0,24.66,56.2,11.98,0.6,2017-05-05 18:11:15
24.1,172,913.0,0.0,0.0,24.66,56.1,11.98,0.6,2017-05-05 18:11:30
24.1,173,913.0,0.0,0.0,24.66,56.1,11.97,0.6,2017-05-05 18:11:45
24.1,174,913.0,0.0,0.0,24.66,56.1,11.97,0.6,2017-05-05 18:12:00
24.1,175,913.0,0.0,0.0,24.66,56.1,11.98,0.6,2017-05-05 18:12:15
24.2,176,913.0,0.0,0.0,24.66,56.0,11.98,0.6,2017-05-05 18:12:30
24.2,177,913.0,0.0,0.0,24.69,56.0,11.98,0.6,2017-05-05 18:12:45
24.2,178,913.0,0.0,0.0,24.69,56.0,11.98,0.6,2017-05-05 18:13:00
24.2,179,913.0,0.0,0.0,24.69,56.0,11.98,0.6,2017-05-05 18:13:15
24.2,180,913.0,0.0,0.0,24.69,55.9,11.97,0.6,2017-05-05 18:13:30
24.2,181,913.0,0.0,0.0,24.69,55.9,11.97,0.6,2017-05-05 18:13:45
24.2,182,913.0,0.0,0.0,24.72,55.9,11.98,0.6,2017-05-05 18:14:00
24.2,183,913.0,0.0,0.0,24.72,55.9,11.97,0.6,2017-05-05 18:14:15
24.2,184,913.0,0.0,0.0,24.72,55.7,11.98,0.6,2017-05-05 18:14:30
24.2,185,913.0,0.0,0.0,24.72,55.7,11.98,0.6,2017-05-05 18:14:45
24.2,186,913.0,0.0,0.0,24.72,55.7,11.98,0.6,2017-05-05 18:15:00
24.2,187,913.0,0.0,0.0,24.72,55.7,11.98,0.6,2017-05-05 18:15:15
24.3,188,913.0,0.0,0.0,24.72,55.7,11.97,0.6,2017-05-05 18:15:30
24.3,189,913.0,0.0,0.0,24.75,55.7,11.98,0.6,2017-05-05 18:15:45
24.3,190,913.0,0.0,0.0,24.75,55.7,11.98,0.6,2017-05-05 18:16:00
24.3,191,913.0,0.0,0.0,24.75,55.7,11.97,0.6,2017-05-05 18:16:15
24.3,192,913.0,0.0,0.0,24.75,55.5,11.98,0.6,2017-05-05 18:16:30
24.3,193,913.0,0.0,0.0,24.78,55.5,11.98,0.6,2017-05-05 18:16:45
24.3,194,913.0,0.0,0.0,24.78,55.5,11.98,0.6,2017-05-05 18:17:00
24.3,195,913.0,0.0,0.0,24.78,55.5,11.98,0.6,2017-05-05 18:17:15
24.3,196,913.0,0.0,0.0,24.78,55.5,11.97,0.6,2017-05-05 18:17:30
24.3,197,913.0,0.0,0.0,24.78,55.5,11.98,0.6,2017-05-05 18:17:45
24.3,198,913.0,0.0,0.0,24.78,55.5,11.98,0.5,2017-05-05 18:18:00
24.3,199,913.0,0.0,0.0,24.78,55.5,11.98,0.5,2017-05-05 18:18:15
24.3,200,913.0,0.0,0.0,24.81,55.5,11.97,0.5,2017-05-05 18:18:30
24.3,201,913.0,0.0,0.0,24.81,55.5,11.98,0.5,2017-05-05 18:18:45
24.3,202,913.0,0.0,0.0,24.81,55.5,11.97,0.5,2017-05-05 18:19:00
24.3,203,913.0,0.0,0.0,24.81,55.5,11.98,0.5,2017-05-05 18:19:15
24.3,204,913.0,0.0,0.0,24.81,55.4,11.97,0.5,2017-05-05 18:19:30
24.3,205,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:19:45
24.3,206,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:20:00
24.3,207,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:20:15
24.3,208,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:20:30
24.3,209,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:20:45
24.3,210,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:21:00
24.3,211,913.0,0.0,0.0,24.84,55.4,11.98,0.5,2017-05-05 18:21:15
24.3,212,913.0,0.0,0.0,24.84,55.3,11.98,0.5,2017-05-05 18:21:30
24.3,213,913.0,0.0,0.0,24.87,55.3,11.98,0.5,2017-05-05 18:21:45
24.3,214,913.0,0.0,0.0,24.87,55.3,11.98,0.5,2017-05-05 18:22:00
24.3,215,913.0,0.0,0.0,24.87,55.3,11.98,0.5,2017-05-05 18:22:15
24.3,216,913.0,0.0,0.0,24.87,55.3,11.98,0.5,2017-05-05 18:22:30
24.3,217,913.0,0.0,0.0,24.89,55.3,11.98,0.5,2017-05-05 18:22:45
24.3,218,913.0,0.0,0.0,24.89,55.3,11.97,0.5,2017-05-05 18:23:00
24.3,219,913.0,0.0,0.0,24.89,55.3,11.98,0.5,2017-05-05 18:23:15
24.3,220,913.0,0.0,0.0,24.89,55.3,11.98,0.5,2017-05-05 18:23:30
24.3,221,913.0,0.0,0.0,24.89,55.3,11.97,0.5,2017-05-05 18:23:45
24.3,222,913.0,0.0,0.0,24.89,55.3,11.98,0.5,2017-05-05 18:24:00
24.3,223,913.0,0.0,0.0,24.89,55.3,11.98,0.5,2017-05-05 18:24:15
24.3,224,913.0,0.0,0.0,24.92,55.2,11.98,0.5,2017-05-05 18:24:30
24.3,225,913.0,0.0,0.0,24.92,55.2,11.97,0.5,2017-05-05 18:24:45
24.3,226,913.0,0.0,0.0,24.92,55.2,11.98,0.5,2017-05-05 18:25:00
24.3,227,913.0,0.0,0.0,24.92,55.2,11.98,0.5,2017-05-05 18:25:15
24.3,228,913.0,0.0,0.0,24.92,55.2,11.98,0.5,2017-05-05 18:25:30
24.3,229,913.0,0.0,0.0,24.95,55.2,11.97,0.5,2017-05-05 18:25:45
24.3,230,913.0,0.0,0.0,24.92,55.2,11.98,0.5,2017-05-05 18:26:00
24.3,231,913.0,0.0,0.0,24.95,55.2,11.98,0.5,2017-05-05 18:26:15
24.3,232,913.0,0.0,0.0,24.95,55.0,11.98,0.5,2017-05-05 18:26:30
24.3,233,913.0,0.0,0.0,24.95,55.0,11.98,0.5,2017-05-05 18:26:45
24.3,234,913.0,0.0,0.0,24.95,55.0,11.97,0.5,2017-05-05 18:27:00
24.3,235,913.0,0.0,0.0,24.95,55.0,11.98,0.5,2017-05-05 18:27:15
24.3,236,913.0,0.0,0.0,24.95,55.1,11.98,0.5,2017-05-05 18:27:30
24.3,237,913.0,0.0,0.0,24.95,55.1,11.98,0.5,2017-05-05 18:27:45
24.3,238,913.0,0.0,0.0,24.95,55.1,11.98,0.5,2017-05-05 18:28:00
24.3,239,913.0,0.0,0.0,24.95,55.1,11.98,0.5,2017-05-05 18:28:15
24.3,240,913.0,0.0,0.0,24.95,55.1,11.97,0.5,2017-05-05 18:28:30
24.3,241,913.0,0.0,0.0,24.98,55.1,11.97,0.5,2017-05-05 18:28:45
24.3,242,913.0,0.0,0.0,24.98,55.1,11.97,0.5,2017-05-05 18:29:00
24.3,243,913.0,0.0,0.0,24.98,55.1,11.98,0.5,2017-05-05 18:29:15
24.3,244,913.0,0.0,0.0,24.98,55.0,11.98,0.5,2017-05-05 18:29:30
24.3,245,913.0,0.0,0.0,24.98,55.0,11.98,0.5,2017-05-05 18:29:45
24.3,246,913.0,0.0,0.0,24.98,55.0,11.97,0.5,2017-05-05 18:30:00
24.3,247,913.0,0.0,0.0,24.98,55.0,11.98,0.5,2017-05-05 18:30:15
24.3,248,913.0,0.0,0.0,25.01,55.0,11.98,0.5,2017-05-05 18:30:30
24.3,249,913.0,0.0,0.0,25.01,55.0,11.98,0.5,2017-05-05 18:30:45
24.3,250,913.0,0.0,0.0,25.01,55.0,11.98,0.5,2017-05-05 18:31:00
24.3,251,913.0,0.0,0.0,25.01,55.0,11.98,0.5,2017-05-05 18:31:15
24.3,252,913.0,0.0,0.0,25.01,55.0,11.97,0.5,2017-05-05 18:31:30
24.3,253,913.0,0.0,0.0,25.01,55.0,11.98,0.5,2017-05-05 18:31:45
24.3,254,913.0,0.0,0.0,25.01,55.0,11.97,0.5,2017-05-05 18:32:00
24.3,255,913.0,0.0,0.0,25.01,55.0,11.98,0.5,2017-05-05 18:32:15
24.3,256,913.0,0.0,0.0,25.01,55.1,11.98,0.5,2017-05-05 18:32:30
24.3,257,913.0,0.0,0.0,25.01,55.1,11.98,0.5,2017-05-05 18:32:45
24.3,258,913.0,0.0,0.0,25.04,55.1,11.97,0.5,2017-05-05 18:33:00
24.3,259,913.0,0.0,0.0,25.04,55.1,11.98,0.5,2017-05-05 18:33:15
24.3,260,913.0,0.0,0.0,25.04,55.1,11.98,0.5,2017-05-05 18:33:30
24.3,261,913.0,0.0,0.0,25.04,55.1,11.98,0.5,2017-05-05 18:33:45
24.3,262,913.0,0.0,0.0,25.04,55.1,11.98,0.5,2017-05-05 18:34:00
24.3,263,913.0,0.0,0.0,25.04,55.1,11.99,0.5,2017-05-05 18:34:15
24.3,264,914.0,0.0,0.0,25.04,55.0,11.98,0.5,2017-05-05 18:34:30
24.3,265,914.0,0.0,0.0,25.04,55.0,11.97,0.5,2017-05-05 18:34:45
24.3,266,914.0,0.0,0.0,25.04,55.0,11.97,0.5,2017-05-05 18:35:00
24.3,267,914.0,0.0,0.0,25.07,55.0,11.98,0.5,2017-05-05 18:35:15
24.3,268,914.0,0.0,0.0,25.07,54.9,11.98,0.5,2017-05-05 18:35:30
24.3,269,914.0,0.0,0.0,25.07,54.9,11.97,0.5,2017-05-05 18:35:45
24.3,270,914.0,0.0,0.0,25.07,54.9,11.97,0.5,2017-05-05 18:36:00
24.3,271,914.0,0.0,0.0,25.07,54.9,11.98,0.5,2017-05-05 18:36:15
24.3,272,914.0,0.0,0.0,25.07,54.8,11.98,0.5,2017-05-05 18:36:30
24.3,273,914.0,0.0,0.0,25.07,54.8,11.98,0.5,2017-05-05 18:36:45
24.3,274,914.0,0.0,0.0,25.07,54.8,11.97,0.5,2017-05-05 18:37:00
24.3,275,914.0,0.0,0.0,25.07,54.8,11.98,0.5,2017-05-05 18:37:15
24.3,276,914.0,0.0,0.0,25.07,54.8,11.98,0.5,2017-05-05 18:37:30
24.3,277,914.0,0.0,0.0,25.1,54.8,11.98,0.5,2017-05-05 18:37:45
24.3,278,914.0,0.0,0.0,25.1,54.8,11.97,0.5,2017-05-05 18:38:00
24.3,279,914.0,0.0,0.0,25.1,54.8,11.99,0.5,2017-05-05 18:38:15
24.3,280,914.0,0.0,0.0,25.1,54.8,11.98,0.5,2017-05-05 18:38:30
24.3,281,914.0,0.0,0.0,25.1,54.8,11.98,0.5,2017-05-05 18:38:45
24.3,282,914.0,0.0,0.0,25.1,54.8,11.98,0.5,2017-05-05 18:39:00
24.3,283,914.0,0.0,0.0,25.1,54.8,11.98,0.5,2017-05-05 18:39:15
24.3,284,914.0,0.0,0.0,25.13,54.8,11.97,0.5,2017-05-05 18:39:30
24.3,285,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:39:45
24.3,286,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:40:00
24.3,287,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:40:15
24.3,288,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:40:30
24.3,289,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:40:45
24.3,290,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:41:00
24.3,291,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:41:15
24.3,292,914.0,0.0,0.0,25.13,54.8,11.97,0.5,2017-05-05 18:41:30
24.3,293,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:41:45
24.3,294,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:42:00
24.3,295,914.0,0.0,0.0,25.13,54.8,11.98,0.5,2017-05-05 18:42:15
24.3,296,914.0,0.0,0.0,25.13,54.5,11.99,0.5,2017-05-05 18:42:30
